"Y","Density"
0.,0.001811566355450367
0.01,0.0018231138636584667
0.02,0.0018346595966069214
0.03,0.0018462032034213195
0.04,0.0018577443423860684
0.05,0.0018692826809887909
0.06,0.0018808178959601662
0.07,0.00189234967330923
0.08,0.0019038777083541663
0.09,0.001915401705748611
0.1,0.0019269213795034955
0.11,0.00193843645300447
0.12,0.0019499466590249383
0.13,0.0019614517397347413
0.14,0.0019729514467045272
0.15,0.0019844455409058588
0.16,0.0019959337927071027
0.17,0.00200741598186513
0.18,0.002018891897512911
0.19,0.0020303613381430314
0.2,0.0020418241115871937
0.21,0.002053280034991759
0.22,0.00206472893478939
0.23,0.002076170646666863
0.24,0.002087605015529089
0.25,0.0020990318954594417
0.26,0.002110451149676435
0.27,0.002121862650486821
0.28,0.0021332662792351875
0.29,0.00214466192625014
0.3,0.0021560494907870826
0.31,0.0021674288809677674
0.32,0.002178800013716586
0.33,0.002190162814693766
0.34,0.0022015172182254976
0.35000000000000003,0.002212863167231091
0.36,0.0022242006131472404
0.37,0.002235529515849483
0.38,0.002246849843570922
0.39,0.0022581615728183143
0.4,0.002269464688285586
0.41000000000000003,0.0022807591827648873
0.42,0.0022920450570552446
0.43,0.0023033223198689113
0.44,0.002314590987735505
0.45,0.0023258510849040086
0.46,0.0023371026432427305
0.47000000000000003,0.002348345702137296
0.48,0.002359580308386787
0.49,0.002370806516098083
0.5,0.0023820243865785144
0.51,0.0023932339882268977
0.52,0.002404435396423063
0.53,0.002415628693415932
0.54,0.002426813968950115
0.55,0.002437991316452101
0.56,0.0024491608403131135
0.5700000000000001,0.0024603226483737597
0.58,0.0024714768555055035
0.59,0.0024826235827520885
0.6,0.002493762957209971
0.61,0.0025048951119080003
0.62,0.0025160201856864206
0.63,0.002527138323075283
0.64,0.0025382496741723415
0.65,0.002549354394520511
0.66,0.002560452644984979
0.67,0.0025715445916300265
0.68,0.0025826304055956545
0.6900000000000001,0.0025937102629740756
0.7000000000000001,0.0026047843446861635
0.71,0.0026158528363579027
0.72,0.0026269159281969512
0.73,0.0026379738148693357
0.74,0.0026490266953764037
