0.07243161249841895,0.1006543293341387,0.07830001440047743,0.04120995500066129,0.016165237958413174,0.00493977338600444,0.0012127278099632417,0.00024609738006389705,0.00004231788772289197,6.283307408489971e-6,8.119097698272521e-7,9.039672198156947e-8,8.752509280003554e-9,7.922804745340701e-10,6.84686638170521e-11,5.5368917132457046e-12,4.154251879575775e-13,2.8915615817351095e-14,1.871323470052028e-15,1.1288848743577324e-16,6.3631780952692325e-18,3.35856728233115e-19,1.6630981631368568e-20,7.7393246200537055e-22,3.389764046387397e-23,1.3993003950705106e-24,5.450860777859962e-26,2.005955093805937e-27,6.981152090070142e-29,2.2998237817720256e-30
0.02843610223349513,0.08147700749233872,0.11319251360504756,0.09486039219158361,0.05485695005536152,0.023476452421164473,0.007762481852569092,0.0020537992054192227,0.0004479831032420172,0.00008245230303785175,0.000012960227454261583,1.7298150104551548e-6,1.9827980223521877e-7,2.0948607325752614e-8,2.0864363796203238e-9,1.9263073115246288e-10,1.6376798079361413e-11,1.2833799030857761e-12,9.298553205782393e-14,6.2488147187607806e-15,3.9064050264500844e-16,2.2776529387020662e-17,1.2414521675967045e-18,6.338578600128738e-20,3.0371291626880038e-21,1.3678914007018154e-22,5.7995477843786875e-24,2.317756612001432e-25,8.741742496800066e-27,3.1150514695533365e-28
0.00448517938490058,0.03025881270781881,0.0826956349770473,0.11872687372564437,0.10701759478742003,0.06702770886485614,0.030967341604660314,0.011027150433707127,0.0031370776431395493,0.0007334773547114807,0.00014333429439155164,0.00002338876214746581,3.230489933276477e-6,4.0459277382715255e-7,4.708056897005974e-8,5.023869127779031e-9,4.893913797017104e-10,4.361997811239137e-11,3.5713853992639885e-12,2.69663708122746e-13,1.8844774568571167e-14,1.2226677912818996e-15,7.385453942890402e-17,4.163494098408308e-18,2.1952887560525274e-19,1.0847195686867943e-20,5.031390848979079e-22,2.1942295195372364e-23,9.009787916648816e-25,3.487753659432134e-26
0.0002813528926785968,0.005140412213587687,0.03056805907035083,0.08109136091413677,0.12061753484916125,0.11554800149672752,0.07733367926426317,0.038225107356138564,0.014571778936290187,0.0044328110247918925,0.0011001899508693899,0.00022376332235684166,0.000037898068062337066,5.713439202497518e-6,7.873357945537393e-7,9.828896278342936e-8,1.1092474078074638e-8,1.1358965567158377e-9,1.0607125800343049e-10,9.07577558006936e-12,7.145847263242594e-13,5.196824324764765e-14,3.5024029113164993e-15,2.1937925757575894e-16,1.2803786809752521e-17,6.978841614535706e-19,3.559704579511733e-20,1.7022537113231027e-21,7.644188161046508e-23,3.228388545828492e-24
6.941528633164325e-6,0.0003973793295875157,0.0057108513161347315,0.03027593263305209,0.07882674966342523,0.12079987778857873,0.12139800666972768,0.08585294967929316,0.045026589135410446,0.01824202405293095,0.0058716806540976925,0.0015170556475113432,0.0003205351779378903,0.0000590546404277306,9.766631930385482e-6,1.4436036483794804e-6,1.9081753327990438e-7,2.2675008295196427e-8,2.4372344363764123e-9,2.3831587584978455e-10,2.1306621925117013e-11,1.7494695716640175e-12,1.3243753327186643e-13,9.274825117043163e-15,6.026890391807279e-16,3.643587597037906e-17,2.0542036380184534e-18,1.0823282284646601e-19,5.3395737830599594e-21,2.4708018538329214e-22
6.668989385951949e-8,0.000013893919822019078,0.0005377652999388495,0.006178345624651239,0.029933598917736073,0.07685488241497568,0.1202466261998979,0.12536589286800484,0.09282279999253168,0.05123844426881668,0.021830837800171508,0.007300256000372556,0.0019571603436789216,0.00044727494704935913,0.0000899507695697201,0.000015929871457586465,2.4929719641832344e-6,3.4718404477492924e-7,4.334592951331097e-8,4.884428992337267e-9,4.997271593186007e-10,4.6660859436460437e-11,3.9942418392528995e-12,3.1469971804978066e-13,2.2900868290743267e-14,1.5439754785748833e-15,9.670590988731989e-17,5.640982464492814e-18,3.0711577311552787e-19,1.563717073984441e-20
2.475183482064543e-10,2.1842060832670135e-7,0.000025430979013183516,0.0006880775144647766,0.006608901252278518,0.0298258352912489,0.07539174930250984,0.11940101606843573,0.12802788174154103,0.09846641705777437,0.05665690310465887,0.02497573803874907,0.008639227049752231,0.002485237651713919,0.0006157003091778456,0.00013217856559383166,0.0000247533831574134,4.079804434576895e-6,5.970038180882301e-7,7.817387945382034e-8,9.223133983799379e-9,9.863369069079155e-10,9.610944530496664e-11,8.572002474164054e-12,7.026131029916241e-13,5.311382857249967e-14,3.714699317563341e-15,2.4103741070762883e-16,1.4547341790264036e-17,8.1847607588523e-19
3.5278557220302626e-13,1.5359831970535455e-9,6.016175563356981e-7,0.00004171849212012984,0.0008477864863944385,0.0070684682412621306,0.029990932056768997,0.07437918149559691,0.1184635784799044,0.12977032788487297,0.10284413158713307,0.06085226814761334,0.027608388544718507,0.010142790846496339,0.0031353312693915996,0.0008254177831658596,0.00018693646045271975,0.00003681832831172154,6.371223004850087e-6,9.774699166420547e-7,1.3400811872386075e-7,1.6530317108923098e-8,1.8456283144211144e-9,1.8749312309740702e-10,1.7409816196855788e-11,1.4836348482936799e-12,1.1645052611259809e-13,8.445498842471371e-15,5.675716820162116e-16,3.543596333344347e-17
1.922640917110078e-16,4.811605153248019e-12,7.093375104301261e-9,1.3730370240360926e-6,0.00006308318587024868,0.0010229951907056282,0.007580601219253442,0.03037256517678505,0.07371319550301157,0.11755428779322981,0.1308305750620044,0.10576662348886633,0.06396579897710615,0.030441989553204995,0.011890566177054663,0.0038827787195497934,0.0010745656964097688,0.0002553432468009665,0.000052715254419519956,9.553369285129484e-6,1.5334874191543156e-6,2.1972842070947586e-7,2.8295320717596617e-8,3.2940805801416257e-9,3.4849770195061816e-10,3.36589307710889e-11,2.979869800614213e-12,2.4269392480884246e-13,1.8242604802180766e-14,1.269227199036349e-15
3.994186518848514e-20,6.692305558103894e-15,4.1545701750644616e-11,2.4456576826115124e-8,2.7166469733903462e-6,0.0000903295622389518,0.001218130699527508,0.00814296876417171,0.030908038791813558,0.07334645498548524,0.11686038622765028,0.13135706921998422,0.10759897171742205,0.0672730686095238,0.033619072241712025,0.013771060411647405,0.004705422114455418,0.0013618249364680441,0.00033835989228043876,0.00007302112519532422,0.00001382688572062305,2.31747189897842e-6,3.4644189487978164e-7,4.6501218654724715e-8,5.637072655319958e-9,6.20346839077933e-10,6.225682362083757e-11,5.720990673366366e-12,4.831249833722127e-13,3.761502670850558e-14
